state,policy,tax_amount,unit,year,note,source
Maryland,State wine excise tax,1.350,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Massachusetts,State wine excise tax,0.550,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Michigan,State wine excise tax,0.510,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Minnesota,State wine excise tax,1.180,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Mississippi,State wine excise tax,0.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Missouri,State wine excise tax,0.420,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Montana,State wine excise tax,1.060,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Nebraska,State wine excise tax,0.950,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Nevada,State wine excise tax,0.700,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
New Hampshire,State wine excise tax,0.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
New Jersey,State wine excise tax,0.880,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
New Mexico,State wine excise tax,1.700,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
New York,State wine excise tax,0.300,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
North Carolina,State wine excise tax,1.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
North Dakota,State wine excise tax,1.060,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Ohio,State wine excise tax,0.320,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Oklahoma,State wine excise tax,0.720,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Oregon,State wine excise tax,0.670,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Pennsylvania,State wine excise tax,0.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Rhode Island,State wine excise tax,1.400,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
South Carolina,State wine excise tax,1.080,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
South Dakota,State wine excise tax,1.270,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Tennessee,State wine excise tax,1.270,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Texas,State wine excise tax,0.200,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Utah,State wine excise tax,0.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Vermont,State wine excise tax,0.550,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Virginia,State wine excise tax,1.510,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Washington,State wine excise tax,0.870,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
West Virginia,State wine excise tax,1.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Wisconsin,State wine excise tax,0.250,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Wyoming,State wine excise tax,0.000,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/how-high-are-wine-taxes-your-state-2016/
Alabama,State beer excise tax,1.050,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Alaska,State beer excise tax,1.070,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arizona,State beer excise tax,0.160,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arkansas,State beer excise tax,0.350,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
California,State beer excise tax,0.200,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Colorado,State beer excise tax,0.080,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Connecticut,State beer excise tax,0.230,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Delaware,State beer excise tax,0.160,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Florida,State beer excise tax,0.480,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Georgia,State beer excise tax,1.010,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Hawaii,State beer excise tax,0.930,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Idaho,State beer excise tax,0.150,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Illinois,State beer excise tax,0.230,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Indiana,State beer excise tax,0.120,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Iowa,State beer excise tax,0.190,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kansas,State beer excise tax,0.180,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kentucky,State beer excise tax,0.840,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Louisiana,State beer excise tax,0.320,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maine,State beer excise tax,0.350,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maryland,State beer excise tax,0.490,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Massachusetts,State beer excise tax,0.110,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Michigan,State beer excise tax,0.200,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Minnesota,State beer excise tax,0.470,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Mississippi,State beer excise tax,0.430,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Missouri,State beer excise tax,0.060,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Montana,State beer excise tax,0.140,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nebraska,State beer excise tax,0.310,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nevada,State beer excise tax,0.160,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Hampshire,State beer excise tax,0.300,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Jersey,State beer excise tax,0.120,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Mexico,State beer excise tax,0.410,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New York,State beer excise tax,0.140,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Carolina,State beer excise tax,0.620,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Dakota,State beer excise tax,0.390,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Ohio,State beer excise tax,0.180,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oklahoma,State beer excise tax,0.400,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oregon,State beer excise tax,0.080,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Pennsylvania,State beer excise tax,0.080,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Rhode Island,State beer excise tax,0.120,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Carolina,State beer excise tax,0.770,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Dakota,State beer excise tax,0.270,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Tennessee,State beer excise tax,1.290,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Texas,State beer excise tax,0.200,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Utah,State beer excise tax,0.410,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Vermont,State beer excise tax,0.270,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Virginia,State beer excise tax,0.260,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Washington,State beer excise tax,0.260,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
West Virginia,State beer excise tax,0.180,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wisconsin,State beer excise tax,0.060,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wyoming,State beer excise tax,0.020,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
District of Columbia,State beer excise tax,0.640,dollars per gallon,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Alabama,State cigarette excise tax,0.675,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Alaska,State cigarette excise tax,2.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arizona,State cigarette excise tax,2.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arkansas,State cigarette excise tax,1.150,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
California,State cigarette excise tax,0.870,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Colorado,State cigarette excise tax,0.840,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Connecticut,State cigarette excise tax,3.650,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Delaware,State cigarette excise tax,1.600,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Florida,State cigarette excise tax,1.339,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Georgia,State cigarette excise tax,0.370,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Hawaii,State cigarette excise tax,3.200,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Idaho,State cigarette excise tax,0.570,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Illinois,State cigarette excise tax,1.980,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Indiana,State cigarette excise tax,0.995,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Iowa,State cigarette excise tax,1.360,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kansas,State cigarette excise tax,1.290,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kentucky,State cigarette excise tax,0.600,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Louisiana,State cigarette excise tax,0.860,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maine,State cigarette excise tax,2.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maryland,State cigarette excise tax,2.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Massachusetts,State cigarette excise tax,3.510,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Michigan,State cigarette excise tax,2.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Minnesota,State cigarette excise tax,3.000,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Mississippi,State cigarette excise tax,0.680,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Missouri,State cigarette excise tax,0.170,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Montana,State cigarette excise tax,1.700,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nebraska,State cigarette excise tax,0.640,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nevada,State cigarette excise tax,1.800,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Hampshire,State cigarette excise tax,1.780,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Jersey,State cigarette excise tax,2.700,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Mexico,State cigarette excise tax,1.660,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New York,State cigarette excise tax,4.350,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Carolina,State cigarette excise tax,0.450,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Dakota,State cigarette excise tax,0.440,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Ohio,State cigarette excise tax,1.600,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oklahoma,State cigarette excise tax,1.030,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oregon,State cigarette excise tax,1.320,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Pennsylvania,State cigarette excise tax,1.600,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Rhode Island,State cigarette excise tax,3.750,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Carolina,State cigarette excise tax,0.570,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Dakota,State cigarette excise tax,1.530,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Tennessee,State cigarette excise tax,0.620,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Texas,State cigarette excise tax,1.410,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Utah,State cigarette excise tax,1.700,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Vermont,State cigarette excise tax,3.080,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Virginia,State cigarette excise tax,0.300,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Washington,State cigarette excise tax,3.025,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
West Virginia,State cigarette excise tax,0.550,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wisconsin,State cigarette excise tax,2.520,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wyoming,State cigarette excise tax,0.600,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
District of Columbia,State cigarette excise tax,2.500,Dollars per 20-Pack,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Alabama,Combined state and local sales taxes,8.97,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Alaska,Combined state and local sales taxes,1.78,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arizona,Combined state and local sales taxes,8.25,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Arkansas,Combined state and local sales taxes,9.3,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
California,Combined state and local sales taxes,8.48,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Colorado,Combined state and local sales taxes,7.52,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Connecticut,Combined state and local sales taxes,6.35,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Delaware,Combined state and local sales taxes,0.000,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Florida,Combined state and local sales taxes,6.66,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Georgia,Combined state and local sales taxes,7.01,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Hawaii,Combined state and local sales taxes,4.35,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Idaho,Combined state and local sales taxes,6.03,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Illinois,Combined state and local sales taxes,8.64,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Indiana,Combined state and local sales taxes,7,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Iowa,Combined state and local sales taxes,6.79,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kansas,Combined state and local sales taxes,8.6,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Kentucky,Combined state and local sales taxes,6,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Louisiana,Combined state and local sales taxes,9,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maine,Combined state and local sales taxes,5.5,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Maryland,Combined state and local sales taxes,6,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Massachusetts,Combined state and local sales taxes,6.25,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Michigan,Combined state and local sales taxes,6,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Minnesota,Combined state and local sales taxes,7.27,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Mississippi,Combined state and local sales taxes,7.07,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Missouri,Combined state and local sales taxes,7.86,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Montana,Combined state and local sales taxes,0.000,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nebraska,Combined state and local sales taxes,6.87,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Nevada,Combined state and local sales taxes,7.98,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Hampshire,Combined state and local sales taxes,0.000,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Jersey,Combined state and local sales taxes,6.97,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New Mexico,Combined state and local sales taxes,7.51,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
New York,Combined state and local sales taxes,8.49,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Carolina,Combined state and local sales taxes,6.9,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
North Dakota,Combined state and local sales taxes,6.82,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Ohio,Combined state and local sales taxes,7.14,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oklahoma,Combined state and local sales taxes,8.82,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Oregon,Combined state and local sales taxes,,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Pennsylvania,Combined state and local sales taxes,6.34,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Rhode Island,Combined state and local sales taxes,7,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Carolina,Combined state and local sales taxes,7.22,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
South Dakota,Combined state and local sales taxes,5.84,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Tennessee,Combined state and local sales taxes,9.46,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Texas,Combined state and local sales taxes,8.17,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Utah,Combined state and local sales taxes,6.69,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Vermont,Combined state and local sales taxes,6.17,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Virginia,Combined state and local sales taxes,5.63,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Washington,Combined state and local sales taxes,8.89,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
West Virginia,Combined state and local sales taxes,6.2,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wisconsin,Combined state and local sales taxes,5.41,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
Wyoming,Combined state and local sales taxes,5.42,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
District of Columbia,Combined state and local sales taxes,5.75,ad valorem rate,2016,,Tax Foundation: https://taxfoundation.org/facts-figures-2016-how-does-your-state-compare
